"Posição","Nome","Localidade","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","Unidade","Multiplicador"
"3.1.1.3","Serviços - Exclusive Administração, defesa, educação e saúde públicas e seguridade social","Toropi",,,,,,,,,,,,"8029","9347","9787","14485","16357.70","16214.33","16480.09","17990.18","21412.89","20679.06","R$",1000
"3.1.1.3","Serviços - Exclusive Administração, defesa, educação e saúde públicas e seguridade social","Três Arroios",,,,,,,,,,,,"9776","10106","11672","15548","19758.50","18807.12","20733.82","19444.37","21997.56","27301.25","R$",1000
"3.1.1.3","Serviços - Exclusive Administração, defesa, educação e saúde públicas e seguridade social","Três Forquilhas",,,,,,,,,,,,"4923","5492","5973","7261","8258.82","8831.99","9895.58","9896.72","10195.41","10973.69","R$",1000
"3.1.1.3","Serviços - Exclusive Administração, defesa, educação e saúde públicas e seguridade social","Triunfo",,,,,,,,,,,,"1157419","1164650","1249646","1190402","756358.26","1433749.65","1588765.46","1846196.40","2167585.58","2150244.37","R$",1000
"3.1.1.3","Serviços - Exclusive Administração, defesa, educação e saúde públicas e seguridade social","Tupanciretã",,,,,,,,,,,,"215580","282584","268188","372366","377968.76","395769.32","442915.45","441618.89","494151.03","473079.22","R$",1000
"3.1.1.3","Serviços - Exclusive Administração, defesa, educação e saúde públicas e seguridade social","Ubiretama",,,,,,,,,,,,"6465","7035","6989","9378","10158.81","10534.24","11718.40","11836.66","11979.25","12852.27","R$",1000
"3.1.1.3","Serviços - Exclusive Administração, defesa, educação e saúde públicas e seguridade social","Vacaria",,,,,,,,,,,,"626353","600442","702821","832580","879343.23","959515.21","961517.31","1059923.98","1123157.80","1196909.07","R$",1000
"3.1.1.3","Serviços - Exclusive Administração, defesa, educação e saúde públicas e seguridade social","Vanini",,,,,,,,,,,,"7478","7969","9577","11278","11909.02","12762.38","14446.88","13891.76","14722.77","16121.18","R$",1000
"3.1.1.3","Serviços - Exclusive Administração, defesa, educação e saúde públicas e seguridade social","Vespasiano Corrêa",,,,,,,,,,,,"6767","8093","9487","10372","10558.45","10751.66","10905.27","11825.86","13304.03","14030.53","R$",1000
"3.1.1.3","Serviços - Exclusive Administração, defesa, educação e saúde públicas e seguridade social","Victor Graeff",,,,,,,,,,,,"22629","29895","29461","41587","38600.52","46205.83","47971.64","46950.28","55133.03","51465.49","R$",1000
"3.1.1.3","Serviços - Exclusive Administração, defesa, educação e saúde públicas e seguridade social","Vila Nova do Sul",,,,,,,,,,,,"12469","14596","15102","19305","21330.91","26070.70","28852.30","30853.13","32258.18","30763.08","R$",1000
"3.1.1.3","Serviços - Exclusive Administração, defesa, educação e saúde públicas e seguridade social","Vitória das Missões",,,,,,,,,,,,"7043","8231","6048","10951","13343.22","15590.45","18478.31","17413.33","20492.58","20517.66","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Ajuricaba",,,,,,,,,,,,"19502","20613","22907","27760","29605.63","31435.66","33143.72","34185.94","36106.01","39243.76","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Almirante Tamandaré do Sul",,,,,,,,,,,,"7971","8432","9440","10902","11941.59","12837.17","13923.41","14112.87","14986.17","16388.48","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Alvorada",,,,,,,,,,,,"431417","474644","528785","628068","696029.33","754321.69","749645.53","787691.94","883472.28","970109.91","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Anta Gorda",,,,,,,,,,,,"16971","18228","19983","23260","25675.70","27884.07","28779.56","27890.18","32160.08","34615.74","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Aratiba",,,,,,,,,,,,"21608","23829","25280","32176","35961.34","38178.96","41568.36","44035.14","46020.71","48672.61","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Arroio dos Ratos",,,,,,,,,,,,"35294","37178","40808","48641","56444.33","61232.72","62319.43","65941.93","69792.29","76879.05","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Augusto Pestana",,,,,,,,,,,,"18699","20146","21757","25186","28063.45","31151.31","32447.37","33707.44","34781.22","37660.97","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Barão",,,,,,,,,,,,"14370","15863","17580","20933","24385.98","25679.40","27689.68","29146.02","31562.99","33728.70","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Barra do Guarita",,,,,,,,,,,,"9375","10181","11483","13084","14873.40","15741.56","16636.01","17357.12","19105.01","19879.59","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Barra Funda",,,,,,,,,,,,"8447","9145","10384","12130","13342.87","14756.70","16648.97","17868.04","16977.94","19459.28","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Boa Vista das Missões",,,,,,,,,,,,"7609","8580","9695","11108","12686.37","13074.97","14251.05","15595.90","16608.47","17971.40","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Boa Vista do Sul",,,,,,,,,,,,"9849","10447","11223","13066","14515.91","15658.21","16600.29","17615.09","18780.18","20214.63","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Bom Retiro do Sul",,,,,,,,,,,,"29130","32275","35723","41251","46561.24","49582.55","51441.07","53760.91","59179.40","63651.36","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Braga",,,,,,,,,,,,"11501","12457","13441","15562","17045.21","18225.64","18883.83","20570.11","21088.11","22794.05","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Cacequi",,,,,,,,,,,,"36578","39093","41716","48755","55941.99","60233.55","61667.56","65561.52","71498.77","73732.93","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Caibaté",,,,,,,,,,,,"14632","16035","17851","21212","23921.25","25037.73","26115.34","27849.64","29686.09","31967.24","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Cambará do Sul",,,,,,,,,,,,"20435","22424","22903","27209","29402.66","28853.56","29545.39","33825.87","37636.78","39071.49","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Campo Bom",,,,,,,,,,,,"157704","171835","195615","232658","248169.96","286627.33","310679.22","328818.84","359577.31","395189.73","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Cândido Godói",,,,,,,,,,,,"16951","18300","20808","24520","27503.36","30052.92","31376.52","32618.58","34439.28","37044.15","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Canoas",,,,,,,,,,,,"895103","970084","1038311","1243306","1402631.40","1500205.02","1598954.44","1671863.69","1808770.78","1827831.62","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Capão do Cipó",,,,,,,,,,,,"11064","12585","14391","16890","18981.36","20572.26","22033.95","23480.04","26105.04","28673.60","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Capitão",,,,,,,,,,,,"8612","9275","10543","12512","13969.84","15053.04","16388.90","17969.76","19786.54","21323.04","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Carlos Gomes",,,,,,,,,,,,"5965","6297","6903","8378","9194.37","9585.62","10179.54","10097.08","10891.09","11655.39","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Caxias do Sul",,,,,,,,,,,,"1227902","1349312","1497688","1759351","1986608.30","2150662.41","2243713.17","2333678.16","2584155.03","2826463.87","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Cerro Grande",,,,,,,,,,,,"8138","8848","9941","11857","12883.35","13575.81","14016.25","15176.14","16064.05","16653.94","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Charqueadas",,,,,,,,,,,,"98807","109127","121484","142105","160531.93","166591.77","168759.28","175685.65","188884.62","208408.13","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Chuvisca",,,,,,,,,,,,"13986","15118","16674","20338","22274.91","23635.81","25070.13","25615.68","29006.58","33341.38","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Colorado",,,,,,,,,,,,"12781","13863","15146","17862","19090.32","20595.23","21482.89","22735.00","23805.20","24774.66","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Coqueiros do Sul",,,,,,,,,,,,"8583","8940","10003","12002","13168.81","14187.73","15082.72","16079.12","15581.14","18301.97","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Cotiporã",,,,,,,,,,,,"10747","12545","14172","16464","18661.88","19628.91","20624.46","21473.97","22176.21","24183.39","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Cristal do Sul",,,,,,,,,,,,"8410","8954","10124","12334","13677.42","14533.92","15018.11","16540.76","17302.63","18533.31","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","David Canabarro",,,,,,,,,,,,"12805","14057","15542","18257","20339.83","21640.03","22183.74","23177.05","24793.02","27157.23","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Dois Irmãos",,,,,,,,,,,,"71456","79566","87835","108727","110247.05","118367.41","125404.36","140674.12","157383.05","173142.12","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Dom Pedro de Alcântara",,,,,,,,,,,,"8499","9148","9851","11682","13746.28","14111.35","14596.47","15922.29","17401.92","18898.20","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Doutor Ricardo",,,,,,,,,,,,"6618","7124","8091","8959","10131.30","10823.47","12073.30","12177.92","12882.67","14212.44","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Engenho Velho",,,,,,,,,,,,"6662","6927","8034","8534","9484.71","10479.97","11496.61","12185.71","11402.07","13698.62","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Erechim",,,,,,,,,,,,"233963","255696","286552","340897","386174.66","415159.71","436828.94","451416.89","497436.56","545357.72","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Erval Seco",,,,,,,,,,,,"20444","21797","23413","27080","30726.88","32777.84","33265.17","34791.98","35246.99","36435.18","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Estação",,,,,,,,,,,,"17070","18266","20147","23405","25945.54","28080.44","29927.49","31803.48","33695.30","37895.02","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Estrela Velha",,,,,,,,,,,,"11492","13280","14409","16963","19301.95","20558.78","21702.81","22642.76","24496.87","26319.54","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Faxinal do Soturno",,,,,,,,,,,,"17281","18554","20594","24115","27381.46","29578.19","30968.95","32335.63","33542.74","37057.19","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Flores da Cunha",,,,,,,,,,,,"71324","78244","87040","102691","113370.09","123561.02","129471.99","136376.55","150264.65","164969.51","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Forquetinha",,,,,,,,,,,,"8073","8573","9380","10810","11942.18","12658.53","12921.22","13886.90","14918.72","15954.74","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Garruchos",,,,,,,,,,,,"12216","14000","16829","18987","18907.69","18830.98","19954.73","21447.90","21393.80","23468.02","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Getúlio Vargas",,,,,,,,,,,,"40485","44370","48954","57627","63654.95","68457.09","71042.06","74906.52","81417.42","88707.48","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Gramado dos Loureiros",,,,,,,,,,,,"7818","8528","9056","10295","11450.77","12420.77","13252.21","14025.20","15446.53","16406.76","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Guaíba",,,,,,,,,,,,"245770","268336","297114","352077","391242.00","420673.01","440533.00","454611.66","486422.04","547707.02","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Herveiras",,,,,,,,,,,,"9358","10390","11430","13348","14830.28","15453.35","16764.71","17858.97","18632.94","20318.01","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Ibarama",,,,,,,,,,,,"13326","14651","15862","18958","20124.90","21470.74","23331.15","24476.76","25392.87","26736.18","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Ibirubá",,,,,,,,,,,,"48890","53173","59781","71098","79959.13","88215.20","94031.20","98440.20","107474.73","115105.33","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Imbé",,,,,,,,,,,,"63970","67715","80294","86614","101887.55","115364.36","120624.65","125649.43","133870.19","153869.21","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Ipê",,,,,,,,,,,,"17938","18968","21550","24738","27008.82","29673.24","31009.09","32831.05","35431.58","38722.05","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Itacurubi",,,,,,,,,,,,"11697","12409","14018","15853","17197.62","19052.18","20234.99","20798.28","22110.15","23715.18","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Itatiba do Sul",,,,,,,,,,,,"11510","12612","13662","15912","17539.15","18450.40","19155.66","21484.57","21050.76","21967.90","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Jacuizinho",,,,,,,,,,,,"8075","8634","10153","12086","13841.73","15237.00","16163.88","17107.47","18490.16","19884.05","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Jaquirana",,,,,,,,,,,,"12561","12892","14225","16417","18512.60","19537.88","19991.43","20934.00","22033.14","22202.39","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Lagoa Bonita do Sul",,,,,,,,,,,,"7188","7970","8864","11037","12457.37","14225.96","15148.29","15545.43","17028.45","18483.38","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Lajeado",,,,,,,,,,,,"180124","195532","217870","265151","304055.48","328968.66","350070.90","362695.89","408905.32","440559.74","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Lindolfo Collor",,,,,,,,,,,,"15254","16132","17450","20656","23838.89","26215.28","27725.65","29381.88","33464.46","34929.07","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Mampituba",,,,,,,,,,,,"8629","10002","10937","13286","14661.11","16016.78","16097.79","17686.20","18466.51","20095.17","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Marau",,,,,,,,,,,,"98149","106736","118575","141510","156487.72","172516.65","183250.56","198947.51","221539.89","241875.60","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Marques de Souza",,,,,,,,,,,,"11932","13015","14436","17169","19092.64","20331.08","20692.08","20352.41","21096.03","22995.30","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Mato Queimado",,,,,,,,,,,,"5940","6544","7180","8400","9528.86","10405.48","10965.82","11718.36","12387.03","13452.64","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Montauri",,,,,,,,,,,,"5234","5739","6469","7801","8872.35","9542.35","10217.43","10801.00","11459.56","12206.23","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Mormaço",,,,,,,,,,,,"9093","10051","10794","12937","14207.78","14680.35","15467.12","16966.27","19297.44","20857.06","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Mostardas",,,,,,,,,,,,"33875","37853","42042","49734","54425.44","58697.86","61156.33","63555.45","67593.00","73877.79","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Não-Me-Toque",,,,,,,,,,,,"43831","50040","54626","65225","74244.47","79064.19","84424.40","90775.29","98991.97","107781.50","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Nova Araçá",,,,,,,,,,,,"11351","12412","13973","16627","18796.55","20502.84","21856.81","23286.84","26120.18","28706.74","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Nova Candelária",,,,,,,,,,,,"8911","9388","9972","12353","14026.51","14357.93","16419.53","17439.95","18739.10","20644.53","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Nova Palma",,,,,,,,,,,,"18288","20611","22926","26311","29330.20","31195.77","32090.51","33038.53","35426.66","38899.94","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Nova Roma do Sul",,,,,,,,,,,,"11421","12711","14044","16283","18156.30","19531.35","20829.67","21945.88","23187.41","25654.09","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Novo Machado",,,,,,,,,,,,"12019","13039","13714","16568","17722.03","19284.02","19402.98","21384.75","22203.82","23457.24","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Osório",,,,,,,,,,,,"136571","152220","169476","194694","215794.74","227602.99","229845.41","235380.71","253951.06","293035.91","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Palmitinho",,,,,,,,,,,,"17829","19668","21553","25922","28594.30","30982.31","31969.01","33571.55","36153.23","39457.91","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Paraíso do Sul",,,,,,,,,,,,"18533","20526","22816","26137","29600.79","31755.83","33112.60","34661.64","37237.94","40842.40","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Passo do Sobrado",,,,,,,,,,,,"17069","18692","20518","24197","27151.29","29520.47","30819.48","32749.58","35248.50","38676.45","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Pedras Altas",,,,,,,,,,,,"9636","10933","12602","14592","16177.64","16766.07","18199.83","19320.90","20271.59","21318.80","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Picada Café",,,,,,,,,,,,"15539","16840","19173","22903","25523.28","28035.50","29055.11","30782.87","33210.39","35444.85","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Pinheirinho do Vale",,,,,,,,,,,,"13053","14135","15592","18617","20098.76","21848.90","22865.29","24324.64","26705.46","29022.12","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Piratini",,,,,,,,,,,,"49332","53901","59363","68947","77955.97","84769.80","88031.02","90374.32","99070.88","109403.36","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Ponte Preta",,,,,,,,,,,,"5952","6420","6995","7960","8968.17","9668.45","10503.82","11235.45","11719.64","13349.50","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Porto Mauá",,,,,,,,,,,,"8618","9385","10384","12326","13611.15","14533.87","15367.76","16085.02","16496.17","17422.03","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Presidente Lucena",,,,,,,,,,,,"7886","8362","9501","11136","12725.56","14082.16","14268.55","16109.41","17528.90","19327.93","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Quaraí",,,,,,,,,,,,"52652","57350","62691","73180","82605.29","88684.51","90297.23","95241.57","99281.38","107192.05","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Redentora",,,,,,,,,,,,"24153","28384","29655","36492","40254.19","42658.35","45018.36","47782.95","52059.57","56418.74","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Rio Grande",,,,,,,,,,,,"516093","576579","639817","794236","905114.86","986103.10","1023878.26","977444.75","1092552.09","1177224.77","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Rodeio Bonito",,,,,,,,,,,,"15278","16791","18299","22316","25372.06","26807.65","28564.92","29336.93","31384.87","34852.11","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Rondinha",,,,,,,,,,,,"15014","16154","18250","20988","23376.89","24921.86","26653.78","27941.89","28052.11","31681.65","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Saldanha Marinho",,,,,,,,,,,,"10707","11442","12659","14518","16123.52","16707.52","17424.47","18635.35","19416.51","21002.24","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Sananduva",,,,,,,,,,,,"37157","41836","46607","53714","60160.94","67006.79","69490.30","71574.52","78379.46","86761.24","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Santa Cruz do Sul",,,,,,,,,,,,"320788","349508","379828","439688","499463.19","545693.90","568876.25","603406.90","666761.95","731941.91","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Santana da Boa Vista",,,,,,,,,,,,"22366","24635","27332","30296","32758.02","35715.59","37280.70","39473.69","40888.82","45318.77","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Santa Vitória do Palmar",,,,,,,,,,,,"84108","92882","100527","118036","132427.76","144942.66","150524.12","164554.55","177230.98","186809.70","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Santo Antônio da Patrulha",,,,,,,,,,,,"96729","105395","117755","141166","156691.30","172172.44","179134.47","188372.61","202035.68","221433.24","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Santo Cristo",,,,,,,,,,,,"37262","39700","43167","50790","56837.89","60749.95","63460.07","70329.92","74787.09","82121.88","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","São Francisco de Assis",,,,,,,,,,,,"49278","53980","58280","68696","77050.13","80845.57","86341.98","87406.87","93125.46","101982.27","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","São João da Urtiga",,,,,,,,,,,,"13125","14081","15278","17070","19204.30","21561.57","22404.53","23873.00","25537.20","28375.21","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","São José do Herval",,,,,,,,,,,,"7660","8500","9671","11352","12282.88","13074.87","13702.95","14638.45","15665.21","16419.47","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","São José do Ouro",,,,,,,,,,,,"17593","18803","20499","23983","27302.49","29613.51","30946.58","31849.82","34968.66","36942.65","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","São Lourenço do Sul",,,,,,,,,,,,"106271","115168","129378","149745","169222.55","181173.42","190279.48","195240.81","209077.76","227622.57","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","São Martinho da Serra",,,,,,,,,,,,"10377","11263","11940","13864","16017.21","16949.82","17180.70","18664.63","20576.32","23055.77","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","São Pedro da Serra",,,,,,,,,,,,"10308","11451","12511","14849","16309.27","18468.91","19020.33","20221.62","21793.10","23629.67","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","São Sebastião do Caí",,,,,,,,,,,,"58966","62411","66862","81333","94106.11","103114.07","100954.75","113645.62","126167.56","135839.85","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","São Valério do Sul",,,,,,,,,,,,"8656","9260","10040","11781","13022.97","13646.24","14493.96","15474.61","17179.19","18765.26","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Sapucaia do Sul",,,,,,,,,,,,"333197","358544","390845","463757","511531.41","558196.07","580166.88","616905.92","666143.93","731116.07","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Segredo",,,,,,,,,,,,"19191","20533","22460","26210","29210.43","30627.37","31541.38","33023.29","35374.38","37589.74","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Serafina Corrêa",,,,,,,,,,,,"37805","42883","49779","59362","66989.24","71633.35","76687.44","79868.02","89905.86","99202.06","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Sete de Setembro",,,,,,,,,,,,"7153","7844","8059","10657","11450.50","12688.76","13645.81","14407.14","15054.27","16664.79","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Sobradinho",,,,,,,,,,,,"35583","39609","43531","50511","57118.13","62117.18","62824.54","65213.58","71041.25","77960.69","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Tapera",,,,,,,,,,,,"26078","28257","31537","37857","42991.01","46295.18","47980.34","50054.88","54667.06","58253.04","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Taquaruçu do Sul",,,,,,,,,,,,"9387","10395","11573","13727","15499.60","16829.47","17956.41","19216.03","20230.25","21234.28","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Teutônia",,,,,,,,,,,,"68543","76727","84259","100755","114869.69","123977.52","130305.73","142696.78","161436.83","181783.27","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Torres",,,,,,,,,,,,"89466","103063","114753","140565","164605.13","177630.60","186875.09","197538.78","210089.36","233928.55","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Três Cachoeiras",,,,,,,,,,,,"25271","27610","29895","35470","40097.67","42885.37","44119.24","46433.22","51186.04","55269.82","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Três Palmeiras",,,,,,,,,,,,"12769","13926","15080","18189","19474.05","21439.79","22404.70","23407.41","24696.82","25849.90","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Tucunduva",,,,,,,,,,,,"16608","18317","20049","23839","25813.32","27734.42","29054.77","30218.46","32158.48","35814.03","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Tupandi",,,,,,,,,,,,"11888","13317","15004","18468","20969.56","22220.59","23883.63","27718.16","31002.60","32894.94","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","União da Serra",,,,,,,,,,,,"6027","6717","7388","8759","9688.65","10165.11","10838.76","11186.76","11437.36","12039.45","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Vale Verde",,,,,,,,,,,,"10549","11536","13265","15194","16362.96","17021.18","18918.88","20457.48","20947.39","22730.52","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Venâncio Aires",,,,,,,,,,,,"160938","175924","193241","229507","261614.15","283559.73","295072.44","311563.51","339509.14","378390.27","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Viadutos",,,,,,,,,,,,"13989","14824","16224","19019","21104.38","23385.79","24387.76","24586.01","26189.03","27998.85","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Vila Flores",,,,,,,,,,,,"9883","11017","12391","14355","16127.83","18028.63","17709.78","20486.88","21165.39","24260.17","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Vista Alegre",,,,,,,,,,,,"8754","9788","10652","12439","14425.89","15339.62","15876.62","17296.36","18581.85","20113.14","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Westfália",,,,,,,,,,,,"9934","10623","11602","13717","15558.53","17103.53","18480.35","19724.51","21093.60","22782.62","R$",1000
