"Posição","Nome","Localidade","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","Unidade","Multiplicador"
"1.2","Série retropolada","Pedro Osório",,,,"37791","46193","48709","46935","48984","54133","66939","70493",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Pinhal",,,,"11941","16093","15839","16460","24888","34542","34685","28372",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Pinheiro Machado",,,,"60302","68409","69734","76014","92045","107240","135307","146709",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Planalto",,,,"43703","51412","52432","56597","58773","71556","73168","77538",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Portão",,,,"315056","355821","427674","491649","497562","557403","592106","635643",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Porto Vera Cruz",,,,"9419","13583","12066","10121","12366","14851","15644","14935",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Progresso",,,,"32114","43526","47467","42281","48381","58194","62247","58298",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Quatro Irmãos",,,,"26691","42077","37121","17729","28985","39139","40153","34446",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Relvado",,,,"15611","18919","18805","18101","20332","23214","26725","26367",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Rio Pardo",,,,"222194","256022","266334","241887","266158","308277","358237","365851",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Rolador",,,,"16668","31701","19923","17244","22783","32209","39740","35543",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Roque Gonzales",,,,"32826","48860","39932","39405","43382","55360","65245","64927",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Salto do Jacuí",,,,"336119","218682","218413","202694","359929","473107","509762","467026",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Santa Bárbara do Sul",,,,"137252","250178","211400","128337","163523","200762","242724","262267",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Paulo Bento",,,,"13971","25474","24341","18912","28968","36854","42291","40088",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Pejuçara",,,,"45645","87456","73099","37853","67410","86271","109943","123078",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Picada Café",,,,"64859","67358","84664","106597","121599","121870","160339","175677",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Pinheirinho do Vale",,,,"15870","22015","19767","21540","23950","32794","38419","35992",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Piratini",,,,"91645","113900","119041","114931","120215","141185","163547","167526",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Ponte Preta",,,,"11505","15201","14174","11465","16635","20840","25045","21318",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Porto Mauá",,,,"12187","17908","16124","14621","17925","20830","21868","25537",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Presidente Lucena",,,,"12584","15077","16125","19828","19965","21860","26335","27897",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Quaraí",,,,"130898","138720","152276","141645","160780","167759","199435","208723",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Redentora",,,,"24189","38396","36321","31178","42072","56895","55518","58496",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Rio Grande",,,,"1873916","2453545","2430940","2236434","2513033","3685380","4391321","4592347",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Rodeio Bonito",,,,"29815","36157","33488","32599","40110","50393","57077","56815",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Rondinha",,,,"43296","57273","52079","43186","55094","66168","78181","71154",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Saldanha Marinho",,,,"31522","61422","55395","32636","40215","50895","60903","68879",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Santa Maria",,,,"1601226","1833248","2084860","2258371","2500203","2889698","3178538","3445348",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Sant'ana do Livramento",,,,"416280","455404","500505","546311","576810","654067","727294","747985",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Santiago",,,,"238497","281810","299617","312091","342345","393421","450097","455367",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Santo Antônio das Missões",,,,"52511","100325","75756","64135","73651","106133","116343","118133",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Santo Expedito do Sul",,,,"13608","20214","17639","12186","17611","23856","34703","31650",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São Francisco de Paula",,,,"190520","185582","222599","198259","226267","234796","249789","255349",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São João do Polêsine",,,,"14286","19656","20342","18307","21903","21432","29671","29342",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São José do Hortêncio",,,,"32624","31977","31417","34550","36942","35342","51127","55274",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São José do Sul",,,,"21865","17907","25572","18451","20280","22545","24598","25336",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São Luiz Gonzaga",,,,"209628","297402","268147","256334","278221","366872","420153","418918",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São Miguel das Missões",,,,"51168","112762","69265","62207","76276","133095","150770","154897",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São Pedro das Missões",,,,"7519","12162","13979","9220","13979","18315","22575","18911",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São Sepé",,,,"170575","239222","241345","189141","213659","252849","301782","320242",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São Vendelino",,,,"22528","24607","25071","26452","27478","28933","34771","28679",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Sarandi",,,,"170568","235789","236361","235291","272615","291467","341624","354233",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Selbach",,,,"52519","83587","76984","60281","70135","82286","103006","98808",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Sério",,,,"13406","16113","17929","16167","18233","21025","20140","20578",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Severiano de Almeida",,,,"22794","32222","31501","29895","31102","39546","53149","41150",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Soledade",,,,"160216","214378","221784","206086","232327","253129","290776","316798",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Tapes",,,,"102125","118569","123326","116843","140678","149071","189919","177214",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Tavares",,,,"22538","25575","28170","25257","28442","30450","43848","47758",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Tio Hugo",,,,"22791","39447","33285","26303","35372","39188","42020","54581",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Tramandaí",,,,"188807","214370","239253","270874","299299","348556","376938","415251",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Três Coroas",,,,"218530","253821","297131","337719","344644","361109","428391","464865",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Três Passos",,,,"169882","241070","234795","238384","245214","274026","301170","314173",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Tunas",,,,"16876","22288","24147","19611","26951","28473","38431","36504",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Tuparendi",,,,"62588","94855","81247","64179","81372","99832","108626","120131",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Unistalda",,,,"11890","17717","15588","14427","19147","22740","23615","23642",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Vale do Sol",,,,"66508","92657","103213","91246","99715","100346","112653","161178",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Vera Cruz",,,,"132565","175026","173278","196776","255824","255965","319818","358346",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Viamão",,,,"759615","890148","992711","1109600","1200561","1386079","1521876","1672931",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Vila Lângaro",,,,"16714","34097","31723","17243","26592","31606","38741","37273",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Vista Alegre do Prata",,,,"14215","18566","16694","12947","15257","19191","22840","25149",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Xangri-lá",,,,"63230","73087","93681","108415","119709","144008","166185","178869",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Sananduva",,,,"125830","179166","175547","156029","178950","207904","249481","248386",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Santa Cruz do Sul",,,,"2211136","2336847","2752003","2640576","2795947","2881186","3149779","3666066",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Santana da Boa Vista",,,,"30116","36056","40157","38591","45884","59456","65225","68703",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Santa Vitória do Palmar",,,,"215865","288424","330057","290519","271074","284816","419010","389631",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Santo Antônio da Patrulha",,,,"205853","246545","266999","289887","307149","401114","489101","487312",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Santo Cristo",,,,"153995","195124","189345","182765","214461","276439","291269","253365",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São Francisco de Assis",,,,"86355","121956","114507","115326","132881","149586","165292","178189",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São João da Urtiga",,,,"23289","33495","33453","25880","32557","41994","50945","49663",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São José do Herval",,,,"11956","15585","15464","15870","18699","20466","22544","23770",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São José do Ouro",,,,"57846","84691","71529","58502","79102","97595","112426","104390",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São Lourenço do Sul",,,,"199142","240368","278660","267862","296311","349431","407567","446206",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São Martinho da Serra",,,,"25302","40299","42904","26584","40889","52110","67476","60274",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São Pedro da Serra",,,,"14670","18276","20469","22309","25097","26853","28195","29955",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São Sebastião do Caí",,,,"153330","173440","190188","219772","242037","269893","297412","321560",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São Valério do Sul",,,,"11716","19935","15434","10940","12874","20799","22708","24827",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Sapucaia do Sul",,,,"779886","945536","1091028","1313186","1503928","1612567","1767535","1875444",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Segredo",,,,"31313","37864","38291","37412","44576","48529","61050","60490",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Serafina Corrêa",,,,"126618","144151","160042","171079","189715","252355","288832","305484",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Sete de Setembro",,,,"14729","23038","19147","16286","20843","29994","25758","24850",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Sobradinho",,,,"75959","90577","98550","112401","127323","142247","173282","179223",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Tapera",,,,"116217","173077","177358","161018","187607","221849","243172","221051",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Taquaruçu do Sul",,,,"15351","21736","21553","19864","23389","27658","30425","29928",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Pinhal da Serra",,,,"14433","20710","18634","59484","89784","73090","102065","327606",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Pinto Bandeira",,,,"-","-","-","-","-","-","-","-",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Poço das Antas",,,,"10581","13779","14984","14335","15186","17495","22360","23158",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Teutônia",,,,"280528","342922","346039","407062","423890","464281","536283","506406",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Torres",,,,"220142","239735","263676","284505","313284","352542","399850","431771",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Porto Alegre",,,,"18375317","20083633","22354511","26017800","28158961","31605965","35019398","37342471",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Porto Xavier",,,,"39823","52604","57042","56302","64707","70313","82186","73424",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Três Cachoeiras",,,,"38612","44315","50529","59560","70194","83334","80027","83760",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Três Palmeiras",,,,"24699","41033","34531","28197","41203","43122","50146","52124",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Protásio Alves",,,,"16126","22406","23979","19486","23081","25863","27586","25288",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Quevedos",,,,"26938","44318","33724","25103","36210","43336","56504","59537",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Tucunduva",,,,"53518","71085","63416","53673","63497","80753","89021","100066",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Tupandi",,,,"32439","40710","44896","43473","56978","69834","91035","119922",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","União da Serra",,,,"17708","31630","30693","26309","29186","32113","41921","36500",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Vale Verde",,,,"20365","24181","29244","23959","30406","33408","37538","38156",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Restinga Sêca",,,,"122235","148252","143070","107024","137999","161903","191755","191052",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Riozinho",,,,"34012","36857","44192","48479","47107","49939","57351","64394",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Venâncio Aires",,,,"1092978","1041455","1102790","1047917","1092355","1139683","1267627","1400663",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Viadutos",,,,"26786","37723","37623","32462","35842","46072","51814","50603",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Rolante",,,,"104856","120556","125810","145036","170627","179304","210073","222222",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Rosário do Sul",,,,"213591","252824","289142","271722","289920","345435","446780","481078",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Vila Flores",,,,"32778","39529","47496","55230","60225","64573","85477","94456",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Vista Alegre",,,,"11507","16694","16529","17883","19325","25160","29259","28667",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Salvador das Missões",,,,"19007","31301","27026","24857","25991","36510","42727","47654",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Santa Cecília do Sul",,,,"14245","21544","21206","13850","21312","23962","32295","28451",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Santa Maria do Herval",,,,"39295","48590","53417","58791","65049","69638","83319","93732",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Santa Rosa",,,,"585137","748750","817149","744303","752506","926112","1302612","1223615",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Santo Ângelo",,,,"505665","706691","731447","750378","804857","890993","1052913","1015576",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Santo Antônio do Planalto",,,,"31179","46926","45003","26843","39158","40209","48626","44035",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São Borja",,,,"400819","556741","563184","537088","587855","657606","760643","853407",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São Gabriel",,,,"389240","468009","505934","490133","537768","667000","766303","845668",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São Jorge",,,,"20572","26439","28317","24005","31256","35344","40882","40126",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São José do Inhacorá",,,,"27885","20702","25190","18926","21766","23325","25819","26748",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São José dos Ausentes",,,,"21971","25752","23161","30119","35389","38492","45951","47215",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São Marcos",,,,"158127","168824","190358","208847","221612","250875","275561","313217",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São Nicolau",,,,"24476","38166","29323","28727","32660","40084","49398","47317",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São Pedro do Butiá",,,,"16511","29262","24351","25723","28978","40102","49220","46701",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São Valentim",,,,"21252","32252","32961","26888","33008","42764","50345","44152",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","São Vicente do Sul",,,,"52114","65387","69224","61554","63294","77520","89064","96336",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Seberi",,,,"54254","78634","68746","61981","78514","101487","116173","120537",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Senador Salgado Filho",,,,"15484","30006","24415","17616","23235","32459","33953","38190",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Sertão",,,,"73374","109565","95595","61349","82826","94370","116330","114900",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Silveira Martins",,,,"11561","13592","14184","11723","14213","16664","20729","23010",,,,,,,,,,,"R$",1000
